full_text,clean_text,sentiment,confidence,label_final,platform
Pakkk katanyyaaaa dulu ps ada hastag #kaburajadulu gak nasionalisss yaaaaa LAHHH INI YANG DIDEMOOO PDA KABUR GIMANAAAA PAKKKK? Nonaktif mah gak ngaruh pak nasionalis nya gak ditanyainn pak? Pakkk gak maluuu pakkkk????,pakkk katanyyaaaa dulu ps ada hastag kaburajadulu gak nasionalisss yaaaaa lahhh ini yang didemooo pda kabur gimanaaaa pakkkk nonaktif mah gak berpengaruh pak nasionalis nya gak ditanyainn pak pakkk gak maluuu pakkkk,negatif,97.96,negatif,X
@TirtoID Klo merasa berat jadi anggota dewan di Indonesia kabur aja dulu ke luar negeri kaya Sahroni. Akhirnya #KaburAjaDulu kena karma anggota dewan ,kalau merasa berat jadi anggota dewan di indonesia kabur saja dulu ke luar negeri kaya sahroni akhirnya kaburajadulu kena karma anggota dewan,negatif,99.78,negatif,X
#KaburAjaDulu kata yg ngatain rakyat tolol,kaburajadulu kata yang ngatain rakyat tolol,negatif,99.82,negatif,X
Ini kenapa pada #kaburajadulu ya wakil2 rakyat tercinta ,ini kenapa pada kaburajadulu iya wakil rakyat tercinta,negatif,99.55,negatif,X
Minimal gak #kaburajadulu https://t.co/b8ermf54sq,minimal gak kaburajadulu,positif,98.05,positif,X
@biasalahanakmud #kaburajadulu versi dpr,kaburajadulu versi dpr,negatif,96.06,negatif,X
#KaburAjaDulu klo pemerintah gampang banget yh? Gwe kalo punya modal duit sama pendidikan dari sekarang bgt juga gwe udh pindah anjing!!! Ini juga para kontol itungannya vacation aja kabur dari tanggung jawab yang berupa #rakyat su... nanti klo dah reda muncul jg para kontol ni,kaburajadulu kalau pemerintah gampang banget yh gwe kalau punya modal duit sama pendidikan dari sekarang banget juga gwe udh pindah anjing ini juga para kontol itungannya vacation saja kabur dari tanggung jawab yang berupa rakyat su nanti kalau deh reda muncul juga para kontol ini,negatif,99.56,negatif,X
tone deaf bgt tai mentang2 #KaburAjaDulu,tone deaf banget tai mentang kaburajadulu,negatif,99.47,negatif,X
This. Gak harus sampai sechaos ini kalau dari awal mereka diterima dan didengarkan aspirasinya. Ini malah anggota DPR nya #KaburAjaDulu ,this gak harus sampai sechaos ini kalau dari awal mereka diterima dan didengarkan aspirasinya ini bahkan anggota dpr nya kaburajadulu,negatif,99.51,negatif,X
@regar_op0sisi #KaburAjaDulu BANGSAT!,kaburajadulu bangsat,negatif,99.79,negatif,X
Info Orang Hilang Mana ganteng pulaa aduh alamatt Semoga kak Tegar Ravindra cepat ketemu Yang lihat tolong hubungi ya kontaknya #Demo Tolong dibantu @BudiBukanIntel Tag : Prabowo subianto Demo Eko Patrio Sahroni Darurat Militer Sri Mulyani #KaburAjaDulu #Indonesia,informasi orang hilang mana ganteng pulaa aduh alamatt semoga kak tegar ravindra cepat ketemu yang lihat tolong hubungi iya kontaknya demo tolong dibantu tag prabowo subianto demo eko patrio sahroni darurat militer sri mulyani kaburajadulu indonesia,negatif,75.48,negatif,X
@penggunaeks @kegblgnunfaedh nah kan yg beneran MAMPU #kaburajadulu tuh ya para pejabat n orang kaya. saat situasi di negeri ini chaos dengan mudahny kabur ke negara manapun yg mereka suka. beda hal sama kita yg pengen banget kabur apa daya duit tabungan cuma 100rb.,nah kan yang beneran mampu kaburajadulu tuh iya para pejabat dan orang kaya saat situasi di negeri ini chaos dengan mudahny kabur ke negara manapun yang mereka suka beda hal sama kita yang pengen banget kabur apa daya duit tabungan cuma rb,negatif,95.16,negatif,X
Pejabat kok gak pake #KaburAjaDulu,pejabat kok gak pakai kaburajadulu,negatif,99.7,negatif,X
jadi inget Pak @prabowo nyindir narasi pesimisme dari kondisi Indonesia saat ini yang dibuat dengan hashtag #kaburajadulu tapi pada kenyataannya itu pejabat Bapak gaada bedanya. malah bungkam udah 5 hari demo berjalan tp masih belum ada statement apapun. ga malu kah? @DPR_RI,jadi inget pak nyindir narasi pesimisme dari kondisi indonesia saat ini yang dibuat dengan hashtag kaburajadulu tapi pada kenyataannya itu pejabat bapak tidak ada uang bedanya bahkan bungkam sudah hari demo berjalan tapi masih belum ada statement apapun ga malu kah,negatif,98.53,negatif,X
Tagar #KaburAjaDulu sekarang dipakai sama pejabat &amp; politikus,tagar kaburajadulu sekarang dipakai sama pejabat amp politikus,negatif,99.28,negatif,X
Lucu ya yang merealisasikan #KaburAjaDulu tuh malah anggota dewannya duluan,lucu iya yang merealisasikan kaburajadulu tuh bahkan anggota dewannya duluan,negatif,99.2,negatif,X
@somexthread Awokwokwokwok #kaburajadulu kocak dah lu yang gelap,awokwokwokwok kaburajadulu kocak deh kamu yang gelap,negatif,98.87,negatif,X
Banyak ya anggota dpr yg #kaburajadulu .... Kabur aja dulu yg dinyinyirin LBP dan prabowo akhirnya malah dilakukan para dewan pemalak rakyat!! Para koruptor!! Gak malu!! Meteka menghindari tanggung jawab. Tidak punya jiwa patriot sudah tidak bayar pajak hidup sombong dan foya2 https://t.co/vAijh3iuoJ,banyak iya anggota dpr yang kaburajadulu kabur saja dulu yang dinyinyirin lbp dan prabowo akhirnya bahkan dilakukan para dewan pemalak rakyat para koruptor gak malu meteka menghindari tanggung jawab tidak punya jiwa patriot sudah tidak bayar pajak hidup sombong dan foya,negatif,99.78,negatif,X
kalian yang menghina kami saat kami bilang #KaburAjaDulu tapi faktanya KALIAN YANG KABUR??!!! mentalitas apa seperti itu sebagai wakil rakyat?,kalian yang menghina kami saat kami bilang kaburajadulu tapi faktanya kalian yang kabur mentalitas apa seperti itu sebagai wakil rakyat,negatif,99.8,negatif,X
@somexthread Sekarang siapa yg #kaburajadulu ?,sekarang siapa yang kaburajadulu,negatif,99.68,negatif,X
I mean pejabat yg dulu against #KaburAjaDulu dan taste your own fucking medicine aja lah. ini rakyat lo nih yg jarah rumah lo. jadi gimana rasanya tinggal di indonesia?,i mean pejabat yang dulu against kaburajadulu dan taste your own fucking medicine saja lah ini rakyat kamu ini yang jarah rumah kamu jadi bagaimana rasanya tinggal di indonesia,negatif,91.49,negatif,X
emang jangan2 selama ini kita mau #KaburAjaDulu ditakut2in soalnya mereka takut dipergokin kek gini ya?,emang jangan selama ini kita mau kaburajadulu ditakutin soalnya mereka takut dipergokin seperti gini iya,negatif,99.81,negatif,X
Iya lagi iya lagi iya lagi. Woy lagian diliat-liat ortunya kayanya udah merencanakan anaknya #KaburAjaDulu alias anaknya kayanya ga bakal tinggal di Indonesia ntar,iya lagi iya lagi iya lagi woy lagian diliat lihat ortunya kayaknya sudah merencanakan anaknya kaburajadulu alias anaknya kayaknya ga bakal tinggal di indonesia nanti,negatif,99.12,negatif,X
@SahroniNasdem #KaburAjaDulu tuh maksudnya untuk pejabat2 gni ya?? Wkwkwk dlu aja ledekin rakyat eh pejabatnya yg kabur dlu skrng,kaburajadulu tuh maksudnya untuk pejabat gni iya wkwkwk dulu saja ledekin rakyat eh pejabatnya yang kabur dulu skrng,negatif,99.65,negatif,X
PEJABAT JILAT LUDAH SENDIRI. waktu itu #KaburAjaDulu direspon negatif--gak nasionalis. sekarang LIAT SIAPA YANG KABUR KE LUAR NEGERI komisi III IV brengsek! #ResetIndonesia #DPRRI #DPRBUBAR,pejabat jilat ludah sendiri waktu itu kaburajadulu direspon negatif gak nasionalis sekarang lihat siapa yang kabur ke luar negeri komisi iii iv brengsek resetindonesia dprri dprbubar,negatif,99.63,negatif,X
Dihhh akhrinya malah dia yg #KaburAjaDulu cemennn huuu,dihhh akhrinya bahkan dia yang kaburajadulu cemennn huuu,negatif,99.53,negatif,X
@msaid_didu Ga ikut2 #KaburAjaDulu kan pak he he hw,ga ikut kaburajadulu kan pak he he hw,negatif,98.6,negatif,X
katanya banyak anggota dpr yang di bandara buat ke LN ya? wkwkwk kemaren trending hastag #kaburajadulu mereka ngamuk katanya ga sayang indonesia. giliran situasi kayak gini mereka yang kabur duluan ,katanya banyak anggota dpr yang di bandara buat ke ln iya wkwkwk kemarin trend hastag kaburajadulu mereka ngamuk katanya ga sayang indonesia giliran situasi kayak gini mereka yang kabur duluan,negatif,99.67,negatif,X
#KaburAjaDulu ini dipakai DPR disituasi saat ini,kaburajadulu ini dipakai dpr disituasi saat ini,negatif,88.05,negatif,X
kenapa malah pada #kaburajadulu dah dpr ini?,kenapa bahkan pada kaburajadulu deh dpr ini,negatif,99.79,negatif,X
Bisanya war crime nyulik sama #kaburajadulu hhh,bisanya war crime nyulik sama kaburajadulu hhh,negatif,99.49,negatif,X
Ternyata yang #kaburajadulu ya anggota DPR yang terhormat ya.,ternyata yang kaburajadulu iya anggota dpr yang terhormat iya,negatif,95.47,negatif,X
jadi sebenarnya boleh gak sih kita #KaburAjaDulu ,jadi sebenarnya boleh gak sih kita kaburajadulu,negatif,77.69,negatif,X
@peretasmemori makasih banyak wkwkwk upgrade diri buat minggat itu penting wkwkkwk #kaburajadulu,terima kasih banyak wkwkwk upgrade diri buat minggat itu penting wkwkkwk kaburajadulu,negatif,98.79,negatif,X
#KaburAjaDulu mau pindah warga negara aussie pls https://t.co/6IjL8pIeed,kaburajadulu mau pindah warga negara aussie pls,negatif,89.6,negatif,X
Ini kenapa pelaku #kaburajadulu malah mereka yang meremehkan gerakan ini yak wkwkk,ini kenapa pelaku kaburajadulu bahkan mereka yang meremehkan gerakan ini yak wkwkk,negatif,99.66,negatif,X
@neohistoria_id #KaburAjaDulu ni valid sebenernya. Wkwkkwkw kenapa kemarin diprotes?,kaburajadulu ini valid sebenernya wkwkkwkw kenapa kemarin diprotes,negatif,98.79,negatif,X
@senjatanuklir euh giliran rakyat yang mau #kaburajadulu malah dilarang dan dicemooh goblok,euh giliran rakyat yang mau kaburajadulu bahkan dilarang dan dicemooh bodoh,negatif,99.81,negatif,X
@bachrum_achmadi Giliran mereka #kaburajadulu ,giliran mereka kaburajadulu,negatif,99.53,negatif,X
baru kali ini mendukung pejabat buat #kaburajadulu KETAWA GA ABIS LIAT PADA NGEJARAH RUMAH SAHRONEY FAK WKWKWKKW,baru kali ini mendukung pejabat buat kaburajadulu ketawa ga habis lihat pada ngejarah rumah sahroney fak wkwkwkkw,negatif,99.67,negatif,X
@meitarianita kabarnya ini by design udah direncanain. mobilnya dipindah pagii banget dia #kaburajadulu ke S'pore sejak 2-3 hari kmren ,kabarnya ini by design sudah direncanain mobilnya dipindah pagii banget dia kaburajadulu ke s pore sejak hari kmren,negatif,92.27,negatif,X
Beneran gak ada dirumah dia . Sekeluarga pasti udh antisipasi keluar negeri #kaburajadulu,beneran gak ada dirumah dia sekeluarga pasti udh antisipasi keluar negeri kaburajadulu,negatif,79.3,negatif,X
Katanya #KaburAjaDulu cuma buat orang-orang lemah yg nggak cinta NKRI cuihhhh,katanya kaburajadulu cuma buat orang orang lemah yang tidak cinta nkri cuihhhh,negatif,99.78,negatif,X
Semua orang juga udah tau profesionalitas itu you have to face the problem bukan malah #KaburAjaDulu malu sama rakyatnya dong kok kalian enak-enak jalan ke LN @DPR_RI,semua orang juga sudah tahu profesionalitas itu you have to face the masalah bukan bahkan kaburajadulu malu sama rakyatnya dong kok kalian enak enak jalan ke ln,negatif,97.77,negatif,X
Mereka udah make #kaburajadulu,mereka sudah make kaburajadulu,negatif,99.41,negatif,X
Boro boro mereka aja melarikan diri. Padahal dulu #KaburAjaDulu di kata katain. Idih alah najess,boro boro mereka saja melarikan diri padahal dulu kaburajadulu di kata katain idih alah najess,negatif,99.83,negatif,X
@failrymoon hidup gak adil banget biang onarnya malah #KaburAjaDulu.,hidup gak adil banget biang onarnya bahkan kaburajadulu,negatif,99.8,negatif,X
@DS_yantie Dan orgnya #KaburAjaDulu sekeluarga,dan orgnya kaburajadulu sekeluarga,negatif,99.66,negatif,X
Ternyata banyak pejabat juga #KaburAjaDulu ya?,ternyata banyak pejabat juga kaburajadulu iya,negatif,99.62,negatif,X
@Infinitecherry_ Dprnya lagi wfh sama #kaburajadulu kack,dprnya lagi wfh sama kaburajadulu kack,negatif,99.62,negatif,X
EYANG LUHUUUT INI LOH ADA YG #KABURAJADULU KOK GA DIMARAHIN,eyang luhuuut ini loh ada yang kaburajadulu kok ga dimarahin,negatif,99.61,negatif,X
Gedeg bgt liat dpr pada kabur #KaburAjaDulu buat rakyat bukan buat lu pada jing. Ini seleksi dpr gimana sih? Nyari anggota yang dikit dikit kabur,gedeg banget lihat dpr pada kabur kaburajadulu buat rakyat bukan buat kamu pada jing ini seleksi dpr bagaimana sih mencari anggota yang dikit dikit kabur,negatif,99.83,negatif,X
kmrn hastag #kaburajadulu di olok olok di gaslight ya skrg malah mereka yg nyuri start kabur duluan taiii https://t.co/VxkZLQARfy,kemarin hastag kaburajadulu di olok olok di gaslight iya skrg bahkan mereka yang nyuri start kabur duluan taiii,negatif,99.69,negatif,X
#KaburAjaDulu tuh buat anggota dewan yang menyebabkan kerusuhan ini ternyata,kaburajadulu tuh buat anggota dewan yang menyebabkan kerusuhan ini ternyata,negatif,99.61,negatif,X
@shuaashoot Wkwkwkwk #KaburAjaDulu,wkwkwkwk kaburajadulu,negatif,99.73,negatif,X
Ini baru hastag #KaburAjaDulu wkwk makanya om mulut hati2,ini baru hastag kaburajadulu wkwk makanya om mulut hati,negatif,98.7,negatif,X
Wee ini dewan perwakilan rakyat negara mana kok pada di luar negeri semua. Ini ga ada apa macem skor absen atau do Aneh bgt kapan hari minta tunjangan rumah malah ngungsi di luar. The #KaburAjaDulu is not for u fgs enak bener ye lu yg semena-mena tapi ga tanggung jawab,wee ini dewan perwakilan rakyat negara mana kok pada di luar negeri semua ini ga ada apa macam skor absen atau do aneh banget kapan hari minta tunjangan rumah bahkan ngungsi di luar the kaburajadulu is not for kamu fgs enak benar ye kamu yang semena mena tapi ga tanggung jawab,negatif,97.77,negatif,X
Yang udah pada #KaburAjaDulu dulu kemarin boleh dong bantu jitakin kepala² anggota DPR yang mampir ke negara kalian sekarang. #BubarkanDPR_RI,yang sudah pada kaburajadulu dulu kemarin boleh dong bantu jitakin kepala² anggota dpr yang mampir ke negara kalian sekarang bubarkandpr_ri,negatif,74.03,negatif,X
@aarumcandra Bisa masuk data penelitianmu itu kak. Yang pingin #kaburajadulu rakjat yang beneran kabur malah pejabatnya,bisa masuk data penelitianmu itu kak yang pingin kaburajadulu rakjat yang beneran kabur bahkan pejabatnya,negatif,98.55,negatif,X
beneran #KaburAjaDulu gedung dpr fix kosong berarti udah tempatin aja kagak ada orangnya mah..,beneran kaburajadulu gedung dpr fix kosong berarti sudah tempatin saja tidak ada orangnya mah,negatif,99.63,negatif,X
@hoturneralex Hidup cuma sekali tapi jadi WNI #kaburajadulu,hidup cuma sekali tapi jadi wni kaburajadulu,negatif,99.54,negatif,X
nah masih mau #kaburajadulu ga dpr? wkwkwk,nah masih mau kaburajadulu ga dpr wkwkwk,negatif,98.58,negatif,X
yey mumpung yang punya lagi #kaburajadulu ,yey selagi yang punya lagi kaburajadulu,negatif,94.54,negatif,X
Ternyata melakukan #KaburAjaDulu pasti didanai orang asing ,ternyata melakukan kaburajadulu pasti didanai orang asing,negatif,95.85,negatif,X
Masih inget kan pas masyarakat gunain #KaburAjaDulu di maki maki di tuduh ga nasionalis sama pejabat itu. Skrg mereka yg begitu apa namanya kalo bukan culas dan biadab?,masih inget kan pas masyarakat gunain kaburajadulu di maki maki di tuduh ga nasionalis sama pejabat itu skrg mereka yang begitu apa namanya kalau bukan culas dan biadab,negatif,99.79,negatif,X
Wo temen2 lo pada #KaburAjaDulu nih wo marahin dong wo masa warga biasa doang yg lo marahin @prabowo,wo teman kamu pada kaburajadulu ini wo marahin dong wo masa warga biasa doang yang kamu marahin,negatif,99.8,negatif,X
Sahroni akhirnya #KaburAjaDulu ,sahroni akhirnya kaburajadulu,negatif,97.35,negatif,X
@shagheez WKAKAKA #kaburajadulu,wkakaka kaburajadulu,negatif,99.44,negatif,X
@senjatanuklir Bener² ngikutin presidennya kalo ada masalah #KaburAjaDulu ,bener² ngikutin presidennya kalau ada masalah kaburajadulu,negatif,93.99,negatif,X
nyatanya yang #KaburAjaDulu siapa nieeee??? @DPR_RI,nyatanya yang kaburajadulu siapa nieeee,negatif,99.27,negatif,X
langkah awal #KaburAjaDulu yok bisa yok tahun depan bismillah https://t.co/vGzg4QMe1W,langkah awal kaburajadulu yok bisa yok tahun depan bismillah,netral,98.56,netral,X
RAKYAT KABUR = PENGKHIANAT BANGSA PEJABAT KABUR = TUGAS NEGARA. ANJING LU PEMERINTAH. #BubarkanDPR_RI #IndonesiaGelap #KaburAjaDulu,rakyat kabur pengkhianat bangsa pejabat kabur tugas negara anjing kamu pemerintah bubarkandpr_ri indonesiagelap kaburajadulu,negatif,99.75,negatif,X
yaudah kita susul #KaburAjaDulu,ya sudah kita susul kaburajadulu,negatif,99.6,negatif,X
Semuanya aja #kaburajadulu katanya disuruh cintai negri jangan kabur? Loh sendirinya dicariin malah ngilang-ngilangan,semuanya saja kaburajadulu katanya disuruh cintai negri jangan kabur loh sendirinya dicariin bahkan ngilang ngilangan,negatif,99.76,negatif,X
kayaknya para anggota DPR yg naik gaji itu ga mampu dan gamau deh melakukan small things kayak gini. yo gimana orang pada #KaburAjaDulu,kayaknya para anggota dpr yang naik gaji itu ga mampu dan gamau deh melakukan small things kayak gini iya bagaimana orang pada kaburajadulu,negatif,99.78,negatif,X
#KaburAjaDulu #Sikap wakil rakyat tai lediggggggggggg,kaburajadulu sikap wakil rakyat tai lediggggggggggg,negatif,99.76,negatif,X
@neohistoria_id Di demo para anggota dewan yang katanya terhormat itu memilih #KaburAjaDulu karena #IndonesiaGelap,di demo para anggota dewan yang katanya terhormat itu memilih kaburajadulu karena indonesiagelap,negatif,98.57,negatif,X
@Binnie_abin11 Lebih sakit hati liat pejabat ke luar negri #kaburajadulu,lebih sakit hati lihat pejabat ke luar negri kaburajadulu,negatif,99.82,negatif,X
Keluaran Inovasi HP terbaru Oppo Dan Galaxy S25 https://t.co/7kUnaYB66y DPR RI Uya Kuya Bapak Goblok Provokator aparat Brimob KONTOL #chaos #DMDSPORTDAY2025 CHEER FOR ZEENUNEW #KaburAjaDulu,keluaran inovasi hp terbaru oppo dan galaxy s dpr ri uya kuya bapak bodoh provokator aparat brimob kontol chaos dmdsportday cheer for zeenunew kaburajadulu,negatif,99.35,negatif,X
slogan #kaburajadulu lagi dipake tuh sama para pejabat bego,slogan kaburajadulu lagi dipake tuh sama para pejabat bego,negatif,99.72,negatif,X
Orang pada #kaburajadulu,orang pada kaburajadulu,negatif,99.76,negatif,X
@saruruby masih inget mereka ngatain #KaburAjaDulu eh sekarang mereka yang kabur,masih inget mereka ngatain kaburajadulu eh sekarang mereka yang kabur,negatif,98.32,negatif,X
