created_at,full_text,id_str,platform,clean_text,topic_id_v2,sentiment,confidence
Thu Sep 25 00:54:35 +0000 2025,bisa ga lulus aja langsung ini kuliah trs #kaburajadulu ke ln trs kerja n menikahidup bahagia #maleskuliah,1971015441842831852,X,bisa ga lulus saja langsung ini kuliah terus kaburajadulu ke ln terus kerja dan menikahidup bahagia maleskuliah,31,negatif,99.56
Wed Sep 24 22:56:03 +0000 2025,Wah ternyata banyak yang #KaburAjaDulu hehe...,1970985610547691877,X,wah ternyata banyak yang kaburajadulu he,0,negatif,99.25
Wed Sep 24 14:35:15 +0000 2025,mmh ajak aku #kaburajadulu dan hidup di jeju plis https://t.co/pR1wNKLrVW,1970859582374453468,X,mmh ajak aku kaburajadulu dan hidup di jeju plis,55,negatif,87.52
Wed Sep 24 13:59:58 +0000 2025,@itsmft_ Sejak hastag #kaburajadulu,1970850701225115752,X,sejak hastag kaburajadulu,0,negatif,61.87
Wed Sep 24 13:30:29 +0000 2025,@tebekkkk 4 orang yg berhasil #kaburajadulu,1970843282055020605,X,orang yang berhasil kaburajadulu,0,negatif,75.07
Mon Sep 22 15:45:51 +0000 2025,Keknya kalo #kaburajadulu ga perlu jauh jauh negara tetangga dah mulai maju dan memang sejahterakan rakyat Tapi INDON masih tetep primitif,1970152573891174781,X,kayaknya kalau kaburajadulu ga perlu jauh jauh negara tetangga deh mulai maju dan memang sejahterakan rakyat tapi indon masih tetep primitif,0,negatif,99.29
Mon Sep 22 14:54:12 +0000 2025,males banget liat harganya. trus ngga bisa order. sialan.. #kaburajadulu https://t.co/TR2rVoS23w,1970139574589677613,X,males banget lihat harganya trus tidak bisa order sialan kaburajadulu,11,negatif,99.84
Mon Sep 22 13:58:54 +0000 2025,@sungtonthinker #kaburajadulu bersama syomton ,1970125655322021991,X,kaburajadulu bersama syomton,0,netral,93.59
Mon Sep 22 13:29:34 +0000 2025,Buat yang belum bisa #kaburajadulu ke tempat yg lebih baik dgn sumber pendapatan yg lebih tinggi aku doakan semoga kita semua bisa punya pekerjaan dengan gaji setara UMR Swiss atau setara UMR Singapore juga gapapa deh. Lancarkanlah niat baik kami ya Allah. Amiinn.,1970118276446613912,X,buat yang belum bisa kaburajadulu ke tempat yang lebih baik dengan sumber pendapatan yang lebih tinggi aku doakan semoga kita semua bisa punya pekerjaan dengan gaji setara umr swiss atau setara umr singapore juga gapapa deh lancarkanlah niat baik kami iya allah amiinn,2,positif,97.63
Mon Sep 22 10:23:05 +0000 2025,jir padahal baru kemarin w ambis bgt buat #KaburAjaDulu di 2025 ,1970071345141882882,X,anjing padahal baru kemarin w ambis banget buat kaburajadulu di,39,negatif,99.78
Mon Sep 22 09:40:18 +0000 2025,Alasan tambahan kenapa aku harus #KaburAjaDulu,1970060576899662090,X,alasan tambahan kenapa aku harus kaburajadulu,0,netral,92.91
Mon Sep 22 08:48:13 +0000 2025,@veshmet ups. apa #KaburAjaDulu ya?,1970047473248063720,X,ups apa kaburajadulu iya,0,negatif,99.71
Mon Sep 22 08:12:00 +0000 2025,Resources lengkap belajar bahasa JEPANG ebook . update terbaru DOWNLOAD GRATIS https://t.co/h8x0Snj8TY #zonajajan #KaburAjaDulu,1970038355749437633,X,resources lengkap belajar bahasa jepang ebook update terbaru download gratis zonajajan kaburajadulu,4,netral,91.13
Mon Sep 22 05:36:46 +0000 2025,@eunchaejaktim Remeh amat kuliah mahal belajar susah2 baru di gaji segitu. Emang bener sihh mending #KaburAjaDulu,1969999291319206179,X,remeh amat kuliah mahal belajar susah baru di gaji segitu emang benar sihh lebih baik kaburajadulu,9,negatif,99.83
Mon Sep 22 05:31:44 +0000 2025,@NenkMonica @noctiscloud28 @KejaksaanRI @Puspenkum @KejariJaksel Sedang di cari... Jangan sudah di Harun Masiku kan. #KaburAjaDulu,1969998024517828874,X,sedang di cari jangan sudah di harun masiku kan kaburajadulu,0,negatif,99.56
Mon Sep 22 04:45:41 +0000 2025,what is pengantar politik fisip ui even about #kaburajadulu https://t.co/CBnVMbDZHx,1969986435987255787,X,what is pengantar politik fisip ui even about kaburajadulu,0,netral,98.54
Mon Sep 22 04:12:08 +0000 2025,bye ol gw mau #kaburajadulu,1969977990798094371,X,bye online saya mau kaburajadulu,2,negatif,97.18
Mon Sep 22 03:40:49 +0000 2025,Definisi cry for help wkwkwkwk If i survive this madness tolong mudahkan jalanku untuk #kaburajadulu ya allah https://t.co/xXNIh3lUMQ,1969970109801525531,X,definisi cry for help wkwkwkwk if i survive this madness tolong mudahkan jalanku untuk kaburajadulu iya allah,0,negatif,49.98
Sun Sep 21 22:48:33 +0000 2025,Kata gw mah september ini hawanya ga enak krn musim pancaroba sm pemerenta yg makin ga jelas mau bawa negara ini kemana. Ekonomi kacau phk dimana2 baca berita jelek emang bikin mood ikut jelek. Solusinya #KaburAjaDulu,1969896558922694892,X,kata saya mah september ini hawanya ga enak karena musim pancaroba sm pemerenta yang makin ga jelas mau bawa negara ini kemana ekonomi kacau phk dimana baca berita jelek emang bikin mood ikut jelek solusinya kaburajadulu,0,negatif,99.77
Sun Sep 21 16:26:38 +0000 2025,@pomeloslurp Ga ikut ikut aku #kaburajadulu,1969800448728326176,X,ga ikut ikut aku kaburajadulu,0,negatif,99.69
Sun Sep 21 14:12:44 +0000 2025,inikah saatnya #KaburAjaDulu ke thailand jualan seblak,1969766752134508879,X,inikah saatnya kaburajadulu ke thailand jualan seblak,41,negatif,92.82
Sun Sep 21 13:50:20 +0000 2025,@somexthread #KaburAjaDulu pokona mah,1969761112842473915,X,kaburajadulu pokona mah,0,negatif,99.24
Sun Sep 21 13:49:00 +0000 2025,#KaburAjaDulu tapi versi mamarika ,1969760776920715570,X,kaburajadulu tapi versi mamarika,0,negatif,97.87
Sun Sep 21 13:17:24 +0000 2025,Kemarin pengen banget #kaburajadulu pas dapet offer. Duhh emang masih enak ini ngantor 9-5? ,1969752825665364037,X,kemarin pengen banget kaburajadulu pas dapat offer duhh emang masih enak ini ngantor,0,positif,92.73
Sun Sep 21 11:35:30 +0000 2025,#KaburAjaDulu #AusbildungJerman Begitu sampai di Jerman beberapa hal penting adalah ngurus registrasi kamu dong pastinya? Sebagai WNI yang tinggal di negara orang dan sebagai WNA di Jerman. (Lapor ke dua sisi). Aku bakalan bikin terpisah tapi ini bakalan jadi headthreadnya.,1969727183393612209,X,kaburajadulu ausbildungjerman begitu sampai di jerman beberapa hal penting adalah mengurus registrasi kamu dong pastinya sebagai wni yang tinggal di negara orang dan sebagai wna di jerman lapor ke dua sisi aku akan bikin terpisah tapi ini akan jadi headthreadnya,32,positif,79.71
Sun Sep 21 09:32:53 +0000 2025,#KaburAjaDulu ke Belanda.,1969696322828812421,X,kaburajadulu ke belanda,0,negatif,99.25
Sun Sep 21 08:45:56 +0000 2025,#KaburAjaDulu ini akibat orang terlalu pede https://t.co/5KVdBBiYOy,1969684507252199886,X,kaburajadulu ini akibat orang terlalu percaya diri,0,negatif,99.79
Sun Sep 21 06:53:22 +0000 2025,lah gw mah udah #KaburAjaDulu ,1969656179082346714,X,lah saya mah sudah kaburajadulu,55,negatif,99.6
Sun Sep 21 06:31:15 +0000 2025,@whathegeez aku sudah packing #kaburajadulu,1969650613211578541,X,aku sudah packing kaburajadulu,0,netral,63.44
Sun Sep 21 06:13:24 +0000 2025,Tinggal ganti kata India ke Indonesia buat nyadarin libtard2 ngehe itu. meskipun lu #KaburAjaDulu penduduk asli negara tujuanmu bisa aja dongkol sama imigran mending tirulah Tiongkok pulang dan majuin motherland kamu sendiri.,1969646121430761765,X,tinggal ganti kata india ke indonesia buat nyadarin libtard kesal itu meskipun kamu kaburajadulu penduduk asli negara tujuanmu bisa saja dongkol sama imigran lebih baik tirulah tiongkok pulang dan majuin motherland kamu sendiri,2,negatif,99.5
Sun Sep 21 05:54:24 +0000 2025,@riwchad Pening banget gua disini. #KaburAjaDulu,1969641340008087650,X,pening banget saya disini kaburajadulu,0,negatif,99.83
Sun Sep 21 05:31:41 +0000 2025,@yourfutureayank WKWKWK LATIHAN KAY biar bisa #KaburAjaDulu,1969635623477919891,X,wkwkwk latihan kay biar bisa kaburajadulu,0,negatif,91.07
Sun Sep 21 04:51:10 +0000 2025,Average libtard self-hating oikophobic pas ketemu kenyataan pahit setelah #KaburAjaDulu,1969625427238142086,X,average libtard self hating oikophobic pas ketemu kenyataan pahit setelah kaburajadulu,0,negatif,90.97
Sat Sep 20 07:45:06 +0000 2025,#KaburAjaDulu Trump Naikkan Biaya Visa Pekerja Khusus Jadi Rp 1 6 Miliar! https://t.co/zuMGQAD187,1969306812479652272,X,kaburajadulu trump naikkan biaya visa pekerja khusus jadi rp miliar,9,netral,99.53
Sat Sep 20 03:40:13 +0000 2025,hari ini #kaburajadulu ,1969245182966018169,X,hari ini kaburajadulu,0,negatif,98.83
Sat Sep 20 01:41:00 +0000 2025,@ndoggodog666 @ayasasaib @kenhans03 Realitanya program grasak grusuk mah pasti bikin masalah kek gini. Cuman ya yang sok pintar udah ngomong dari awal ngga bakal didengar. Dasar kalian antek antek asing ngga mau rakyat sejahtera hush sono hush #KaburAjaDulu,1969215181352812900,X,realitanya program grasak grusuk mah pasti bikin masalah seperti gini cuman iya yang sok pintar sudah bicara dari awal tidak bakal didengar dasar kalian antek antek asing tidak mau rakyat sejahtera hush sono hush kaburajadulu,1,negatif,99.74
Fri Sep 19 23:31:06 +0000 2025,Wuih bener2 di habisin nih imigran2 yg banyak bacot di Amerika #kaburajadulu ke negara paling menjamin kebebasan yuk ,1969182494286049782,X,wuih benar di habisin ini imigran yang banyak banyak bicara di amerika kaburajadulu ke negara paling menjamin kebebasan yuk,0,negatif,92.87
Fri Sep 19 23:03:06 +0000 2025,#kaburajadulu tapi kabur ke mana ? Belajar bersyukur lah punya tanah air yuk bisa yuk,1969175444030111884,X,kaburajadulu tapi kabur ke mana belajar bersyukur lah punya tanah air yuk bisa yuk,0,negatif,58.6
Fri Sep 19 15:44:15 +0000 2025,@TheLastKebab mantap nanti #KaburAjaDulu bang ke Jepang siap2 bawa bom jangan lupa !!!! gw nontonin aja dari indo gw masih cinta my motherland,1969065007334789415,X,mantap nanti kaburajadulu bang ke jepang siap bawa bom jangan lupa saya nontonin saja dari indo saya masih cinta my motherland,4,positif,98.74
Fri Sep 19 15:40:59 +0000 2025,awokwokwokwokwok #KaburAjaDulu gak nih ke Jerman.... ,1969064185234399545,X,awokwokwokwokwok kaburajadulu gak ini ke jerman,32,negatif,99.58
Fri Sep 19 15:15:22 +0000 2025,@starsyflowers @NobilusP @somexthread Gw bukan anak abah gw ga ngerasa keren ga ngerasa pintar ga ngerasa orang lain butuh gw.. jadi gw ga akan caper buat hastag #kaburajadulu hanya demi dapat perhatian lebih..,1969057735942553828,X,saya bukan anak abah saya ga ngerasa keren ga ngerasa pintar ga ngerasa orang lain butuh saya jadi saya ga akan cari perhatian buat hastag kaburajadulu hanya demi dapat perhatian lebih,0,negatif,98.47
Fri Sep 19 13:42:13 +0000 2025,#kaburajadulu investornya.... Di indonesiantuh yg cocok investasi nampan emang..... Atau kalau enggak jadi vendor makanan 10rban yg dipotong makelar 4rb...,1969034293117645139,X,kaburajadulu investornya di indonesiantuh yang cocok investasi nampan emang atau kalau tidak jadi vendor makanan rban yang dipotong makelar rb,9,negatif,61.35
Fri Sep 19 13:32:55 +0000 2025,@ZulkifliLubis69 @prabowo @gibran_tweet Ya emang ntu kenape byk yg pada #KaburAjaDulu ,1969031952981172618,X,iya emang ntu kenape banyak yang pada kaburajadulu,0,negatif,99.32
Fri Sep 19 13:26:50 +0000 2025,@worksfess Iri Dia udah bisa #kaburajadulu,1969030425260540240,X,iri dia sudah bisa kaburajadulu,0,negatif,99.68
Thu Sep 18 11:50:13 +0000 2025,Buka lowongan baby sitter ga? @.nnutdan @.hongshihoshi03 Mau #kaburajadulu,1968643722725236748,X,buka lowongan baby sitter ga nnutdan hongshihoshi mau kaburajadulu,0,negatif,86.75
Thu Sep 18 10:17:23 +0000 2025,@ImRoseWhoRU berarti cinkuy setuju #kaburajadulu,1968620357579063778,X,berarti cinkuy setuju kaburajadulu,0,negatif,89.93
Thu Sep 18 09:51:31 +0000 2025,@worksfess PLSSS AMBILL AJA PLS Selain salary naik dpt bantuan apart and the most imporant thing is BISA #KaburAjaDulu,1968613850967875689,X,plsss ambill saja pls selain salary naik dapat bantuan apart and the paling imporant thing is bisa kaburajadulu,9,negatif,63.57
Thu Sep 18 09:00:10 +0000 2025,Yaa. Siapa yang bilang #kaburajadulu,1968600928748961931,X,yaa siapa yang bilang kaburajadulu,0,negatif,99.7
Thu Sep 18 07:32:11 +0000 2025,@idextratime #kaburajadulu kebaca bgt woeyy,1968578785697013986,X,kaburajadulu kebaca banget woeyy,0,positif,66.24
Thu Sep 18 06:25:37 +0000 2025,cita-cita kerja sambil #kaburajadulu jadi nihonjin biar kalo kulineran bisa upload story pake lagu mori no chiisana restaurant,1968562031398895754,X,cita cita kerja sambil kaburajadulu jadi nihonjin biar kalau kulineran bisa upload story pakai lagu mori no chiisana restaurant,0,positif,95.32
Thu Sep 18 06:05:09 +0000 2025,@G0LIATH87 Padahal kalo #kaburajadulu juga pada rela kerja serabutan apa aja tuh :),1968556882060349717,X,padahal kalau kaburajadulu juga pada rela kerja serabutan apa saja tuh,0,negatif,99.34
Thu Sep 18 05:30:59 +0000 2025,LMAO. Bro berhasil pakai hashtag #KaburAjaDulu,1968548285892935880,X,lmao saudara laki-laki berhasil pakai hashtag kaburajadulu,37,netral,98.62
Thu Sep 18 05:30:06 +0000 2025,tak tetep kerjo wae lah #kaburajadulu https://t.co/DYCSr1iLZ0,1968548060025200995,X,tidak tetep kerjo wae lah kaburajadulu,0,negatif,99.35
Thu Sep 18 04:43:34 +0000 2025,Jangan2 narasi #KaburAjaDulu ini titipan elit global dari nippon juga ,1968536352674431182,X,jangan narasi kaburajadulu ini titipan elit global dari nippon juga,4,negatif,99.35
Thu Sep 18 03:55:32 +0000 2025,@heylutpii @tanyakanrl Kl kaya gini mending coba apply remote ke perusahaan LN atau sukur2 dpt wfo sekalian #kaburajadulu,1968524264501293180,X,kalau kaya gini lebih baik coba apply remote ke perusahaan ln atau sukur dapat wfo sekalian kaburajadulu,9,netral,93.6
Thu Sep 18 01:03:06 +0000 2025,next month mau persiapan GKS sama AAS hehe sepertinya hastag #kaburajadulu akan terealisasi wkwk,1968480869729059065,X,lanjut month mau persiapan gks sama aas he sepertinya hastag kaburajadulu akan terealisasi wkwk,0,netral,90.33
Wed Sep 17 23:42:06 +0000 2025,Dari semua yg FOMO #kaburajadulu udah berapa yang beneran kabur dengan sukses? Bertanya dengan serius,1968460484623089882,X,dari semua yang fomo kaburajadulu sudah berapa yang beneran kabur dengan sukses bertanya dengan serius,0,negatif,54.01
Wed Sep 17 23:35:54 +0000 2025,Yang mau #naturalisasi sama BEBAS dan HAK nya dgn yg mau #kaburajadulu Situ yg mana? ,1968458924811551145,X,yang mau naturalisasi sama bebas dan hak nya dengan yang mau kaburajadulu situ yang mana,0,negatif,98.03
Wed Sep 17 23:35:11 +0000 2025,@ZoneVenomWar Naturalisasi sama BEBAS nya dgn yg mau #kaburajadulu,1968458744720773361,X,naturalisasi sama bebas nya dengan yang mau kaburajadulu,0,negatif,98.28
Wed Sep 17 20:23:49 +0000 2025,Semakin yakin #kaburajadulu,1968410585013653522,X,semakin yakin kaburajadulu,0,positif,97.92
Wed Sep 17 17:02:57 +0000 2025,Kalau nanti gue lancar bhs Jepang bisa lah ya ngelamar ke sana krn di sini gue udh capek banget pengen #melarikandiri #kaburajadulu,1968360035769270628,X,kalau nanti saya lancar bhs jepang bisa lah iya melamar ke sana karena di sini saya udh capek banget pengen melarikandiri kaburajadulu,4,negatif,89.44
Wed Sep 17 16:57:19 +0000 2025,ya Allah sekarang apapun gw lakukan mati-matian buat #kaburajadulu jujur gw udah muak tinggal di indonesia,1968358617373098427,X,iya allah sekarang apapun saya lakukan mati matian buat kaburajadulu jujur saya sudah muak tinggal di indonesia,2,negatif,99.8
Wed Sep 17 14:53:03 +0000 2025,semangat nyet katanya mau nerapin #kaburajadulu,1968327344298549333,X,semangat nyet katanya mau nerapin kaburajadulu,0,positif,95.55
Wed Sep 17 14:26:38 +0000 2025,Another info #kaburajadulu Yang minat jadi caregiver di Singapore bisa cek info di bawah. Dikasih pelatihan dan FREE! @hrdbacot https://t.co/d0PfwZsi32,1968320698398712043,X,another informasi kaburajadulu yang minat jadi caregiver di singapore bisa cek informasi di bawah dikasih pelatihan dan free,8,netral,96.77
Wed Sep 17 14:06:09 +0000 2025,@Damaraess @seveinyl ️ ️️ Waduh waduh ini kah saatnya #kaburajadulu ?? ️ ️️,1968315543410376817,X,waduh waduh ini kah saatnya kaburajadulu,0,negatif,99.43
Wed Sep 17 11:47:22 +0000 2025,ini lama-lama bukan warganya aja tapi brand-brand modelan shell mending #kaburajadulu dari indonesia ga sihh,1968280617898164414,X,ini lama lama bukan warganya saja tapi brand brand modelan shell lebih baik kaburajadulu dari indonesia ga sihh,0,negatif,98.91
Wed Sep 17 11:46:54 +0000 2025,Nah lho~ Katanya Jerman itu surga dan utopia welfare state Jadi #KaburAjaDulu gak nih ke Jerman?,1968280500747022680,X,nah lho katanya jerman itu surga dan utopia welfare state jadi kaburajadulu gak ini ke jerman,32,negatif,99.15
Wed Sep 17 10:21:07 +0000 2025,mencintai indonesia. Sahroni aja #kaburajadulu ogah pulang mau tinggal di dubai tapi korupsinya di indonesia. Kekayaan yg dia dapat dibawa ke dubai belanja di dubai. Semiga kakau dia oulang langsung ditangkap kpk. Coba lu berani gak korupsi di dubai sana.Seperti inilah potret,1968258910823080048,X,mencintai indonesia sahroni saja kaburajadulu tidak mau pulang mau tinggal di dubai tapi korupsinya di indonesia kekayaan yang dia dapat dibawa ke dubai belanja di dubai semiga kakau dia oulang langsung ditangkap kpk coba kamu berani gak korupsi di dubai sana seperti inilah potret,2,negatif,97.76
Wed Sep 17 06:16:14 +0000 2025,@sheessky Weee doakne ben cepett bae ky wayaeh #kaburajadulu ,1968197285390799343,X,weee doakne ben cepett bae seperti wayaeh kaburajadulu,0,positif,77.67
Wed Sep 17 04:15:37 +0000 2025,Bahkan anak pejabat aja bangga loh menyuarakan #kaburajadulu ,1968166929522364815,X,bahkan anak pejabat saja bangga loh menyuarakan kaburajadulu,0,positif,92.95
Wed Sep 17 02:20:40 +0000 2025,@MamanPiyul itu pun kalo gak #kaburajadulu,1968138001504211160,X,itu pun kalau gak kaburajadulu,12,negatif,61.64
Wed Sep 17 02:08:06 +0000 2025,apa gw ga salah baca? liat orang yg 'menyesal' ga #kaburajadulu ke China padahal lulusan sekolah kedokteran? ga punya otak ini orang edan,1968134838206218356,X,apa saya ga salah baca lihat orang yang menyesal ga kaburajadulu ke china padahal lulusan sekolah kedokteran ga punya otak ini orang edan,0,negatif,99.83
Wed Sep 17 00:54:49 +0000 2025,@BaseBDG Nih yang mau mencoba peruntungan di Qatar Airways recruitment di Indonesia penempatan di Doha #kaburajadulu Recruitment Event in Indonesia | Qatar Aviation Services | Qatar Airways Group https://t.co/a6Z1OHhZSZ,1968116396963082405,X,ini yang mau mencoba peruntungan di qatar airways recruitment di indonesia penempatan di doha kaburajadulu recruitment event in indonesia qatar aviation services qatar airways group,2,netral,99.09
